Nome do medicamento
Alkimus
Alkimus
Alkimus
Alkimus
Aricept
Aricept
Aricept
Aricept
Aricept
Axura
Axura
Axura
Axura
Axura
Axura
Donepezilo Alter Genéricos
Donepezilo Alter Genéricos
Donepezilo Alter Genéricos
Donepezilo Alter Genéricos
Donepezilo Aurovitas
Donepezilo Aurovitas
Donepezilo Aurovitas
Donepezilo Aurovitas
Donepezilo Aurovitas
Donepezilo Aurovitas
Donepezilo Aurovitas
Donepezilo Azevedos
Donepezilo Azevedos
Donepezilo Bluefish
Donepezilo Bluefish
Donepezilo Bluefish
Donepezilo Bluefish
Donepezilo Bluepharma
Donepezilo Bluepharma
Donepezilo Bluepharma
Donepezilo Ciclum
Donepezilo Ciclum
Donepezilo Ciclum
Donepezilo Ciclum
Donepezilo Farmoz
Donepezilo Farmoz
Donepezilo Farmoz
Donepezilo Farmoz
Donepezilo Fixime
Donepezilo Fixime
Donepezilo Fixime
Donepezilo Fixime
Donepezilo Genedec
Donepezilo Genedec
Donepezilo Genedec
Donepezilo Generis
Donepezilo Generis
Donepezilo Generis
Donepezilo Generis
Donepezilo Germed
Donepezilo Germed
Donepezilo Germed
Donepezilo Germed
Donepezilo GP
Donepezilo GP
Donepezilo GP
Donepezilo GP
Donepezilo Jaba
Donepezilo Jaba
Donepezilo Jaba
Donepezilo Jaba
Donepezilo Krka
Donepezilo Krka
Donepezilo Krka
Donepezilo Krka
Donepezilo KRKA
Donepezilo KRKA
Donepezilo KRKA
Donepezilo KRKA
Donepezilo Lixben
Donepezilo Lixben
Donepezilo Lixben
Donepezilo Lixben
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Mylan
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Pharmakern
Donepezilo Ratiopharm
Donepezilo Ratiopharm
Donepezilo Ratiopharm
Donepezilo Ratiopharm
Donepezilo Ratiopharm
Donepezilo Ratiopharm
Donepezilo Sandoz
Donepezilo Sandoz
Donepezilo Sandoz
Donepezilo Teva
Donepezilo Teva
Donepezilo Teva
Donepezilo toLife
Donepezilo toLife
Donepezilo toLife
Donepezilo toLife
Donepezilo toLife
Donepezilo toLife
Donepezilo Vitória
Donepezilo Vitória
Donepezilo Vitória
Donepezilo Vitória
Donepezilo Zentiva
Donepezilo Zentiva
Donepezilo Zentiva
Donepezilo Zentiva
Ebixa
Ebixa
Ebixa
Ebixa
Ebixa
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Exelon
Galantamina Aurovitas
Galantamina Aurovitas
Galantamina Aurovitas
Galantamina Azevedos
Galantamina Azevedos
Galantamina Azevedos
Galantamina Azevedos
Galantamina Ciclum
Galantamina Ciclum
Galantamina Ciclum
Galantamina Generis
Galantamina Generis
Galantamina Generis
Galantamina Generis
Galantamina Generis
Galantamina Generis
Galantamina Generis
Galantamina Krka
Galantamina Krka
Galantamina Krka
Galantamina Mylan
Galantamina Mylan
Galantamina Mylan
Galantamina Sandoz
Galantamina Sandoz
Galantamina Sandoz
Galantamina Teva
Galantamina Teva
Galantamina Teva
Galantamina Teva
Galantamina Teva
Galantamina Teva
Galantamina Zentiva
Galantamina Zentiva
Galantamina Zentiva
Memantina Alter
Memantina Alter
Memantina Alter
Memantina Aluzime
Memantina Aluzime
Memantina Aluzime
Memantina Aristo
Memantina Aristo
Memantina Aristo
Memantina Aurobindo
Memantina Aurobindo
Memantina Aurobindo
Memantina Aurovitas
Memantina Aurovitas
Memantina Aurovitas
Memantina Bluepharma
Memantina Bluepharma
Memantina Bluepharma
Memantina Ciclum
Memantina Ciclum
Memantina Ciclum
Memantina Ciclum
Memantina Farmoz
Memantina Farmoz
Memantina Farmoz
Memantina Generis
Memantina Generis
Memantina Generis
Memantina GP
Memantina GP
Memantina GP
Memantina Jaba
Memantina Jaba
Memantina Jaba
Memantina Krka
Memantina Krka
Memantina Krka
Memantina LEK
Memantina LEK
Memantina LEK
Memantina Mer
Memantina Mer
Memantina Mer
Memantina Mylan
Memantina Mylan
Memantina Mylan
Memantina Pentafarma
Memantina Pentafarma
Memantina Pentafarma
Memantina Pharmakern
Memantina Pharmakern
Memantina Pharmakern
Memantina ratiopharm
Memantina ratiopharm
Memantina ratiopharm
Memantina TAD
Memantina TAD
Memantina TAD
Memantina Tecnigen
Memantina Tecnigen
Memantina Tecnigen
Memantina Teva
Memantina Teva
Memantina Teva
Memantina toLife
Memantina toLife
Memantina toLife
Memantina Vitória
Memantina Vitória
Memantina Vitória
Memantina Zentiva
Memantina Zentiva
Memantina Zentiva
Memantina Zidrium
Memantina Zidrium
Memantina Zidrium
Nemdatine
Nemdatine
Nemdatine
Prometax
Prometax
Prometax
Prometax
Prometax
Prometax
Prometax
Prometax
Prometax
Prometax
Prometax
Reminyl
Reminyl
Reminyl
Reminyl
Rivastigmina Aurobindo
Rivastigmina Aurobindo
Rivastigmina Aurobindo
Rivastigmina Aurobindo
Rivastigmina Aurobindo
Rivastigmina Aurobindo
Rivastigmina Aurobindo
Rivastigmina Bluepharma
Rivastigmina Bluepharma
Rivastigmina Bluepharma
Rivastigmina Ciclum
Rivastigmina Ciclum
Rivastigmina Ciclum
Rivastigmina Ciclum
Rivastigmina Ciclum
Rivastigmina Ciclum
Rivastigmina Ciclum
Rivastigmina Generis
